"","SEX","ENGLISH.FREQUENCY.AT.HOME","BOOKS.AT.HOME","HAVE.CALCULATOR","HAVE.COMPUTER","STUDY.DESK","DICTIONARY","INTERNET.CONECTION","ENCYCLOPEDIA","GAME.CONSOLE","VCR.DVD.PLAYER","THREE.OR.MORE.VEHICLES","USUALLY.DO.WELL.IN.MATH","WOULD.LIKE.TO.DO.MORE.MATH.IN.SCHOOL","MATH.HARDER.FOR.ME","ENJOY.LEARNING.MATH","JUST.NOT.GOOD.AT.MATH","LEARN.MATH.QUICK","MATH.IS.BORING","I.LIKE.MATH","PRACTICE.MATH.WO.CALCULATOR","WORK.ON.FRACTIONS.AND.DECIMALS","MEASURE.THINGS.AORUND.SCHOOL","MAKE.TABLES.CHARRTS","LEARN.ABOUT.SHAPE","MEMORIZE.HOW.TO.WORK.PROBLEMS","WORK.WITH.OTHER.STUDENTS","EXPLAIN.MATH.ANSWER","WORK.MATH.ON.OWN","USE.CALCULATOR.IN.MATH","USE.COMPUTER.IN.MATH","THINK.DO.WELL.IN.SCIENCE","WOULD.LIKE.TO.DO.MORE.SCIENCE","SCIENCE.HARDER.FOR.ME","ENJOY.LEARNING.SCIENCE","JUST.NOT.GOOD.AT.SCIENCE","LEARN.SCIENCE.QUICK","SCIENCE.IS.BORING","LIKE.SCIENCE","LOOK.AT.WEATHER.OR.PLANT.AND.WRITE","WATCH.TEACHER.DO.SCIENCE.EXPERIMENT","DESIGN.OR.PLAN.SCIENCE.EXPERIMENT","DO.SCIENCE.EXPERIMENT.IN.CLASS","WORK.WITH.OTHER.STUDENTS.IN.SCIENCE.EXPERIMENT","READ.BOOKS.ABOUT.SCIENCE","MEMORIZE.SCIENCE.FACTS","WRITE.EXPANATION.FOR.SOMETHING.IN.SCIENCE","WORK.SCIENCE.ON.OWN","USE.COMPUTER.IN.SCIENCE","EVER.USE.A.COMPUTER","USE.COMPUTER.FOR.MATH","USE.COMPUTER.FOR.SCIENCE","LIKE.BEING.IN.SCHOOL","MOST.STUDENTS.TRY.BEST","MOST.TEACHERS.WANT.STUDENTS.TO.DO.BEST","SPEND.TIME.ON.TV.VIDEOS","SPEND.TIME.ON.COMPUTER.GAMES","SPEND.TIME.ON.HANGING.OUT","SPEND.TIME.ON.CHORES","SPEND.TIME.TO.PLAY.SPORTS","SPEND.TIME.TO.READ.BOOK.ENJOYMENT","SPEND.TIME.ON.INTERNET","SPEND.TIME.ON.HW","OFTEN.IN.MATH.HW","MINUTES.IN.MATH.HW","OFTEN.HW.IN.SCIENCE","MINUTES.ON.SCIENCE.HW","BORN.IN.USA","PARENTS.BORN.IN.COUNTRY","COMPUTER.USE","RACE","LANGUAGE.AT.HOME","AGE.OF.STUDENT","EXCELLENCE"
"666",1,3,9,1,1,1,1,1,1,1,1,1,3,4,1,4,1,4,1,4,2,2,4,2,9,3,1,3,2,3,3,4,4,3,4,3,4,1,4,3,3,2,4,3,4,4,3,4,4,1,4,5,1,1,1,1,1,5,4,3,4,2,3,2,4,4,99,1,3,1,4,2,10.41666667,2
"2649",2,1,4,1,1,2,1,2,2,1,1,2,2,2,4,1,4,2,4,1,4,3,3,3,3,1,3,2,2,4,4,1,1,4,1,4,1,4,1,2,2,4,3,3,2,2,2,1,4,2,6,6,1,1,1,4,2,3,2,3,2,1,2,2,3,3,2,1,1,5,1,9,10.91666667,3
"6981",1,1,3,1,1,1,1,1,2,1,1,1,1,2,3,1,3,1,3,1,2,2,1,1,2,1,2,1,2,3,4,1,1,3,1,3,2,3,1,1,1,1,2,2,1,1,1,1,4,1,9,3,1,1,1,2,2,1,2,3,3,2,2,2,2,3,3,1,1,2,1,9,10.5,2
"5022",2,1,2,1,2,1,1,1,2,1,1,1,1,4,4,2,4,2,1,1,3,2,4,1,2,3,3,1,1,4,4,3,2,3,1,2,2,4,1,2,2,3,3,3,1,2,3,2,4,1,4,4,4,1,1,5,2,4,1,4,3,1,4,3,2,5,96,1,1,3,1,9,10.41666667,2
"1292",2,2,2,1,1,1,1,2,2,1,1,1,2,3,2,4,4,2,3,3,3,3,3,3,3,1,4,3,1,4,4,3,4,4,3,3,4,4,4,4,3,4,3,3,3,4,3,1,4,1,5,5,2,1,1,5,2,1,2,3,2,1,2,4,2,3,2,1,1,1,3,1,9.833333333,1
"5747",2,1,3,1,1,1,1,1,2,1,1,1,2,4,2,4,2,2,2,3,1,1,3,2,2,2,3,2,4,3,3,2,1,3,1,3,3,4,1,4,1,3,3,2,1,1,2,1,4,1,3,5,4,1,1,4,5,5,2,4,1,1,2,1,4,4,2,1,1,3,1,9,9.666666667,3
"1454",2,4,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,4,1,3,3,3,3,3,3,9,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,2,3,4,1,3,4,2,2,2,3,3,3,3,3,3,3,3,1,3,2,5,2,3,2,3,1,10,1
"4561",1,1,2,1,1,1,2,1,2,1,1,2,3,4,3,4,2,3,1,4,2,3,4,3,3,2,3,2,4,4,4,2,2,3,9,3,9,3,9,4,2,3,9,2,2,3,3,3,9,1,5,3,3,2,1,4,3,4,2,3,1,4,2,2,3,5,96,1,1,1,1,9,10.41666667,3
"6921",2,1,3,9,1,2,2,2,2,1,1,1,4,3,2,4,2,2,3,3,1,2,4,1,1,9,3,1,1,3,3,3,4,1,2,1,1,2,3,4,1,3,1,1,1,3,1,1,1,1,5,5,2,1,1,5,1,4,2,3,3,2,2,1,2,5,96,2,1,1,1,2,10.08333333,2
"6874",1,2,5,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,1,2,3,3,3,3,1,3,3,1,4,4,3,1,3,1,2,3,4,2,3,3,4,4,3,1,1,3,1,3,1,2,4,2,2,1,3,2,2,2,2,1,2,2,3,4,4,3,1,2,2,3,1,10.66666667,2
"164",2,1,9,1,1,2,1,1,1,1,1,1,4,4,1,4,1,3,1,4,3,4,4,2,3,3,3,4,3,1,4,1,1,4,1,4,1,4,1,1,2,4,2,2,1,1,4,2,4,1,5,4,4,1,1,4,1,2,2,2,1,1,4,1,2,9,2,2,1,1,1,2,9.916666667,2
"459",2,1,4,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,2,2,4,1,2,1,2,1,3,2,4,1,1,2,1,1,1,2,2,1,2,1,1,5,5,1,1,1,1,1,2,2,5,3,2,3,1,2,4,99,2,1,2,3,1,10.83333333,1
"6827",1,2,2,1,1,1,1,1,2,1,1,1,2,1,3,1,3,1,4,1,1,1,4,3,3,2,2,2,1,4,1,2,1,2,1,3,2,4,2,2,2,3,2,2,2,2,2,2,3,1,1,3,1,2,1,4,2,2,2,5,3,2,2,1,2,5,96,1,2,1,6,2,10.16666667,1
"1723",2,1,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,4,1,3,1,4,1,1,4,3,1,1,3,1,3,1,4,1,3,4,2,3,4,2,1,1,2,3,1,4,4,1,1,1,4,3,5,2,3,1,5,3,3,2,5,96,1,1,1,1,9,10.16666667,3
"5622",1,1,3,1,1,1,1,1,1,1,1,1,3,4,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,5,2,3,3,4,3,1,3,4,2,1,1,2,1,2,9.916666667,2
"4181",2,1,3,1,2,1,1,2,1,1,1,1,2,2,9,2,9,2,1,2,2,2,2,2,1,1,2,1,9,9,4,1,1,4,1,4,1,4,1,1,1,1,2,1,1,2,1,2,4,1,1,1,1,2,1,3,5,4,1,2,1,1,2,1,2,1,2,2,2,3,2,9,10.5,1
"2928",2,1,2,1,1,1,2,2,1,1,9,2,2,4,1,4,1,2,1,4,4,4,4,4,4,4,3,4,3,1,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,5,5,4,4,4,5,5,5,5,5,1,5,1,3,2,9,6,1,1,1,5,9,10.5,1
"895",2,3,2,1,1,2,1,1,1,1,1,1,2,3,2,2,2,3,3,3,3,2,3,2,1,3,3,3,2,3,4,3,2,2,3,2,2,3,3,4,3,9,2,3,2,3,3,3,2,1,3,3,3,2,1,2,3,2,2,2,2,2,2,2,2,9,3,1,3,1,4,2,9.75,1
"3142",2,1,4,1,2,1,1,2,1,1,1,2,2,3,4,3,3,1,2,3,3,4,3,3,3,1,4,3,1,3,4,3,1,4,1,4,1,4,1,3,3,4,4,4,3,2,1,1,4,1,5,5,2,1,1,2,1,5,1,3,2,1,2,1,2,3,3,1,1,4,1,9,10.41666667,3
"2264",2,1,1,1,1,2,2,2,2,2,1,1,2,3,3,3,3,3,2,3,2,3,3,3,4,4,4,3,4,4,1,3,3,3,3,3,3,3,3,4,3,4,3,4,9,3,4,4,4,1,5,9,3,1,1,2,4,2,5,4,1,2,2,1,2,5,96,1,1,2,5,2,10.33333333,1
"7264",2,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,4,2,4,1,1,2,1,1,1,1,3,3,2,4,4,1,1,3,1,4,1,4,1,2,3,4,3,1,1,1,2,1,1,1,2,2,2,1,1,5,5,4,3,2,3,5,3,1,3,5,96,1,1,1,1,9,10.91666667,2
"3783",2,1,3,1,1,1,1,1,1,1,1,2,3,3,1,2,3,4,2,2,1,3,4,3,3,2,2,3,1,4,4,1,3,4,1,4,2,4,1,4,1,3,4,3,2,3,2,1,4,1,4,4,2,2,1,3,2,1,1,3,2,2,3,2,4,4,3,1,1,2,1,9,10.41666667,2
"1995",2,2,4,1,1,1,1,1,1,1,1,1,2,4,3,4,3,9,4,4,4,1,3,2,1,2,3,2,1,3,3,9,4,3,4,4,1,2,3,3,3,3,3,2,1,1,2,2,4,1,5,5,3,4,1,5,5,4,3,1,5,5,2,1,2,5,96,1,1,2,6,2,10.25,3
"6125",1,1,3,1,1,1,1,2,1,1,1,2,2,1,4,2,2,3,4,1,2,1,3,3,1,2,1,3,2,2,4,1,1,4,1,4,3,4,1,3,1,1,1,3,3,2,4,1,4,1,3,3,2,2,1,2,3,2,4,2,5,1,2,2,2,3,3,1,1,2,5,9,10.66666667,1
"7711",1,1,4,1,1,1,1,1,1,1,1,1,2,3,4,2,4,9,2,2,1,3,2,2,1,2,3,3,2,3,3,1,2,4,2,4,1,2,2,4,2,3,2,1,3,3,3,1,2,1,2,4,2,3,3,5,5,4,3,2,3,5,2,4,2,4,2,1,1,1,2,9,10,1
"2063",2,1,2,1,1,2,1,1,2,1,1,1,1,2,4,3,4,2,2,1,4,4,2,3,1,1,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,4,3,4,1,5,5,4,1,1,2,4,2,2,2,1,2,2,4,3,5,96,1,3,2,5,9,10.33333333,2
"4638",2,1,4,1,1,1,1,1,1,1,1,1,1,2,4,2,4,1,2,2,1,1,3,3,3,1,3,2,1,4,4,1,1,4,1,4,1,4,1,2,1,1,2,1,1,1,1,1,3,1,5,4,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,9,10.08333333,3
"2077",1,2,1,1,1,2,2,2,1,1,1,2,2,1,3,2,3,4,4,2,2,3,3,4,2,2,2,2,2,4,2,2,1,3,1,3,3,4,1,1,1,4,9,1,1,1,1,1,4,1,2,5,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,1,1,3,3,1,10,1
"3920",1,1,3,1,1,1,1,1,2,1,1,2,2,3,4,1,4,2,4,1,1,2,3,2,2,1,2,2,1,4,2,1,1,4,1,4,2,4,1,2,2,2,2,3,3,1,2,1,2,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,1,9,10.58333333,3
"2073",2,3,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,1,2,1,1,1,1,1,4,3,1,1,4,1,4,1,4,1,1,2,3,3,3,1,1,2,2,2,1,4,3,1,1,1,3,2,2,3,3,4,3,2,4,2,4,3,2,3,1,9,9,10.25,2
"4129",1,1,3,1,1,1,1,1,1,1,1,1,4,4,1,4,2,4,1,4,2,3,3,2,3,2,2,2,1,9,3,2,1,4,1,4,2,4,1,4,3,3,3,4,3,4,3,3,3,1,5,5,2,3,1,3,2,3,2,1,3,2,3,4,5,4,3,1,1,1,1,9,10.25,1
"5491",2,1,3,1,1,1,1,1,1,1,1,2,2,2,4,1,4,1,4,1,2,2,3,3,3,2,2,2,2,3,4,1,1,4,1,4,1,4,1,1,3,3,3,2,3,1,1,1,4,1,5,5,3,3,1,4,4,4,2,1,1,2,2,2,3,2,3,1,1,1,1,9,10.16666667,2
"2456",2,1,4,1,1,1,1,1,2,1,1,1,2,4,1,4,4,2,1,4,2,4,4,3,2,1,2,3,1,1,3,1,1,4,1,4,1,4,1,2,2,4,1,1,4,3,4,2,4,1,5,5,4,4,1,5,4,5,1,3,2,1,1,4,2,4,2,1,1,1,1,2,10.41666667,3
"2562",2,3,3,1,1,1,1,1,1,1,1,1,2,3,1,4,3,2,2,1,3,3,4,4,4,2,1,4,3,3,3,1,4,1,2,4,1,4,2,4,3,1,1,1,3,1,2,3,1,1,1,2,2,1,1,3,5,1,2,4,3,2,3,4,2,4,2,2,1,1,3,1,10.91666667,1
"5077",1,1,3,1,1,1,1,2,1,1,1,1,2,9,4,1,3,2,2,3,1,2,2,2,1,1,2,1,2,3,4,2,2,3,1,4,3,2,2,2,1,2,1,2,1,3,3,2,4,1,3,2,3,1,1,3,2,4,3,3,2,1,4,1,2,2,2,1,1,1,1,9,10.41666667,2
"5344",2,1,3,1,1,1,1,1,1,1,1,2,2,3,4,2,3,2,2,2,1,1,3,3,2,1,3,2,1,4,4,2,2,4,1,4,2,4,1,2,1,2,2,1,1,2,1,1,3,1,5,5,4,2,1,1,1,5,1,5,1,2,2,1,2,5,96,1,1,2,1,9,9.916666667,2
"2920",2,1,3,1,1,1,1,1,2,1,1,1,2,1,3,1,4,2,4,1,1,1,3,1,1,1,2,2,3,3,3,2,1,3,1,4,2,4,1,3,1,2,3,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,3,2,3,2,3,3,4,1,1,1,1,9,10.66666667,3
"2289",1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,4,2,1,1,4,1,1,1,4,4,1,4,4,1,1,4,1,4,1,4,1,4,1,2,1,1,1,1,1,2,4,1,5,5,2,2,1,3,3,5,2,5,2,4,3,4,2,5,96,1,1,1,1,9,10.66666667,2
"6983",1,1,3,1,1,2,1,1,1,1,1,1,2,3,4,2,4,3,2,9,2,2,3,2,1,2,3,3,2,3,3,1,1,4,1,4,2,4,1,1,3,4,3,3,4,3,2,3,4,1,5,5,2,2,3,2,2,3,2,3,2,3,2,3,2,4,3,1,1,1,1,9,10.41666667,1
"1757",1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,4,1,1,1,3,2,1,1,3,1,1,4,4,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,2,4,1,5,5,1,1,1,1,1,1,1,4,3,2,2,3,4,5,96,1,1,2,1,9,9.75,3
"6090",1,1,2,1,1,1,1,1,2,1,1,2,2,3,3,1,3,3,3,2,4,2,9,3,3,2,3,3,3,3,4,2,3,3,3,2,3,3,3,3,4,3,3,4,3,3,3,3,4,1,5,5,3,1,1,4,1,4,2,2,2,1,2,1,2,5,96,1,1,3,2,9,9.916666667,1
"1826",2,1,5,1,1,2,1,1,2,1,1,1,4,1,4,1,4,1,4,1,3,3,3,3,3,3,2,1,1,3,2,2,1,4,1,4,1,4,1,2,1,2,3,2,1,1,3,1,4,1,1,1,1,1,1,4,2,5,5,5,2,5,3,1,2,2,2,2,2,1,1,9,9.916666667,3
"3755",2,1,4,1,1,1,1,1,1,1,1,2,9,9,1,9,9,9,9,9,4,2,4,3,2,2,4,4,1,4,4,4,4,1,3,2,4,3,3,9,9,9,9,9,9,9,9,9,9,1,5,5,9,9,9,9,9,9,9,4,9,9,9,1,3,4,2,1,1,2,1,9,10.33333333,1
"5484",1,1,2,1,2,1,2,9,2,2,1,2,1,4,4,2,2,3,3,3,3,3,4,4,3,2,4,1,3,4,4,2,1,2,1,4,2,4,1,4,2,4,2,4,1,1,4,1,2,1,5,3,2,2,1,3,1,2,1,2,2,1,2,2,4,5,96,9,1,3,1,9,10.16666667,1
"1063",2,2,1,1,1,1,2,1,2,1,1,1,2,3,3,2,2,2,3,3,3,3,3,2,1,2,1,2,1,3,4,1,1,4,1,4,1,4,1,4,3,3,3,1,2,3,3,2,4,1,5,5,2,2,1,4,2,3,1,5,2,5,2,2,2,3,2,1,3,1,3,1,10.25,1
"7569",1,1,3,2,1,1,1,2,2,1,1,2,1,1,1,2,4,2,2,1,1,3,2,3,3,3,3,3,3,4,4,2,3,4,3,3,3,3,3,4,1,1,1,1,1,1,1,1,4,1,2,2,2,1,1,4,2,2,2,3,3,1,1,3,2,3,3,1,2,1,2,9,10.16666667,1
"7639",1,2,4,1,1,1,1,1,1,1,1,1,2,4,4,2,4,1,2,2,1,3,3,3,2,1,4,3,2,4,4,2,3,4,2,4,2,4,2,4,4,3,3,3,2,2,3,4,3,1,5,4,1,1,1,2,2,3,2,3,2,2,4,1,2,4,2,1,2,1,3,1,9.666666667,2
"4101",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,9,9,9,8,9.75,1
"1827",2,2,4,1,1,1,1,1,1,1,1,2,1,3,4,4,4,1,1,4,2,3,3,3,2,1,3,1,3,3,4,1,2,4,1,4,2,3,2,3,2,3,2,2,3,3,2,2,4,1,3,9,2,1,1,2,3,3,3,4,2,2,3,1,3,4,2,1,1,1,3,1,10.41666667,3
"5561",2,1,4,1,1,1,1,1,1,1,1,2,1,2,4,1,4,1,4,1,1,2,3,1,3,1,4,1,1,4,4,1,1,4,1,4,1,4,1,3,3,2,2,2,3,1,2,1,4,1,5,5,2,1,1,3,2,4,2,5,3,2,2,2,2,4,2,1,1,1,1,9,10.33333333,3
"1392",2,1,2,1,1,2,1,1,1,1,1,1,1,3,3,2,4,2,4,1,1,2,2,2,2,1,1,2,1,4,4,2,3,2,2,3,3,4,2,3,9,2,2,2,2,3,2,2,2,1,3,3,2,1,1,2,1,2,3,5,3,1,3,1,4,4,3,1,1,1,9,9,10.25,2
"7423",1,1,3,1,1,1,1,1,1,2,1,2,1,1,4,1,4,1,4,1,1,1,3,3,2,1,3,1,1,4,4,1,1,4,1,4,1,4,1,1,2,2,2,1,1,1,1,1,4,1,5,5,1,1,1,3,3,4,3,2,4,3,2,3,2,3,2,1,1,1,1,9,9.916666667,3
"1585",1,1,3,1,1,1,1,1,1,1,1,2,1,3,4,2,4,1,1,2,1,3,3,3,3,2,3,3,3,1,1,1,1,4,1,4,1,4,1,3,2,3,1,1,4,2,1,2,1,1,4,2,2,1,1,5,5,5,2,2,1,5,2,1,2,3,2,1,2,1,2,9,9.75,2
"7005",2,1,3,1,1,1,1,1,1,1,1,2,1,2,4,1,4,2,4,1,2,3,3,3,2,1,3,3,2,2,3,3,2,4,3,4,3,4,2,1,3,3,3,3,3,3,3,3,4,1,1,4,1,1,1,2,4,5,2,2,5,5,5,4,5,4,3,1,2,1,1,9,9.75,3
"6853",2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,3,1,1,2,2,4,9,3,3,4,2,4,2,2,4,2,4,2,2,4,4,4,2,4,3,2,3,4,4,3,4,1,1,9,3,2,1,3,2,2,3,4,2,2,3,1,2,5,96,1,2,2,1,9,10.08333333,1
"5034",1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,1,2,3,1,1,1,1,4,3,2,1,2,1,4,2,4,1,1,1,2,1,1,1,1,1,1,4,1,2,2,2,2,1,3,3,2,2,3,2,2,2,4,2,2,3,1,2,1,1,9,10.33333333,2
"1577",1,4,3,1,1,1,1,2,2,1,1,2,1,1,3,1,4,2,4,1,1,1,1,1,2,1,1,1,2,4,3,1,1,4,1,4,2,4,1,4,4,1,4,1,9,1,1,2,4,1,9,9,1,1,1,2,1,2,2,5,2,1,3,1,2,5,96,1,1,3,2,2,10.33333333,1
"1243",2,1,1,1,1,2,1,1,2,1,1,1,2,3,3,2,3,2,3,2,3,2,4,3,3,1,4,3,1,4,4,3,2,2,2,3,3,2,2,4,2,4,4,4,2,3,4,2,4,1,5,5,2,1,1,1,2,2,2,3,1,1,2,2,4,5,96,1,1,1,1,9,10.41666667,2
"5539",1,1,2,1,2,1,1,2,1,1,1,1,1,1,4,1,4,2,4,1,1,3,3,3,3,1,3,1,1,3,3,1,3,3,2,4,2,3,2,4,1,4,1,1,2,1,1,1,1,2,6,6,4,1,1,5,1,5,1,5,1,1,2,1,99,3,2,1,1,5,5,9,10.33333333,1
"1439",2,1,5,2,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,1,3,2,4,2,1,2,1,2,3,4,4,1,1,4,1,4,1,4,1,4,9,4,3,3,2,1,9,2,4,1,1,1,4,1,1,3,1,5,2,5,2,2,3,1,5,9,2,1,9,2,2,9,9.583333333,1
"4210",1,1,5,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,4,1,3,1,4,1,3,3,3,1,1,3,3,1,1,3,1,4,2,4,1,1,1,1,2,4,2,4,1,1,4,1,2,2,1,1,1,5,5,2,1,1,1,5,5,3,2,4,3,2,1,1,3,1,9.75,1
"162",1,1,3,2,1,1,1,1,2,1,1,2,1,2,3,2,4,2,4,1,1,2,4,3,3,2,3,3,3,3,4,1,1,4,1,4,1,4,1,3,3,4,3,3,1,1,4,1,4,1,4,5,1,1,1,3,2,2,1,3,2,3,3,3,3,3,3,1,1,1,1,9,9.5,2
"1021",2,1,1,2,1,1,2,1,2,1,1,1,2,4,1,4,1,4,1,4,2,3,1,1,3,4,4,3,4,4,4,4,4,4,1,4,1,4,1,4,1,4,4,4,1,4,1,1,4,1,5,5,4,1,1,5,5,5,1,5,5,5,5,1,2,5,96,1,1,2,3,1,10.41666667,1
"484",2,1,3,1,1,1,1,1,2,1,1,1,1,2,4,2,4,1,3,2,1,2,4,3,2,1,3,1,1,4,4,2,3,3,1,4,2,2,2,3,3,3,3,2,1,1,1,1,4,1,5,5,1,1,1,2,3,4,3,2,3,4,2,2,2,3,2,1,1,1,5,9,10.08333333,3
"1618",1,2,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,3,2,4,4,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,4,4,1,5,5,1,1,1,3,3,3,3,3,3,3,3,2,3,5,96,9,2,2,7,2,10.08333333,1
"5268",1,3,9,2,1,1,1,1,2,1,1,2,1,1,2,1,4,1,4,1,1,1,1,1,1,1,3,1,1,4,1,1,1,2,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,1,3,9,3,1,2,1,3,1,10.5,1
"39",1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,4,1,4,1,4,2,3,2,3,2,1,4,4,2,4,1,4,1,4,1,4,4,4,4,1,4,4,4,2,4,4,1,5,3,1,1,1,2,1,3,2,2,1,1,4,1,2,3,3,1,1,3,3,1,9.916666667,1
"1288",2,3,1,1,1,1,1,2,1,1,9,1,3,3,3,2,3,3,1,4,3,1,3,2,3,2,3,2,3,3,4,3,2,3,2,3,2,3,2,4,2,3,3,2,3,3,2,3,4,1,5,5,3,1,1,4,3,3,3,3,3,2,2,1,2,4,99,2,2,1,3,1,10.5,1
"7618",1,1,5,1,1,1,1,1,1,2,1,2,1,2,3,1,4,2,2,9,1,2,3,3,2,2,1,1,1,3,4,2,3,3,2,2,2,3,2,2,2,3,2,1,2,2,1,1,4,1,5,5,1,1,1,3,2,4,3,2,4,2,3,4,2,4,2,1,1,2,1,9,10.41666667,3
"4916",1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,3,4,3,2,1,4,3,1,3,4,2,3,2,2,2,3,4,2,4,3,3,2,3,4,4,3,1,4,1,5,5,2,1,1,2,2,4,2,9,2,2,2,4,2,5,96,1,1,1,1,9,10.66666667,2
"5114",1,2,3,9,1,2,2,1,1,1,1,2,1,3,4,3,4,1,2,3,1,3,3,3,3,3,3,3,1,4,4,1,3,4,2,4,1,4,3,4,3,3,3,3,2,1,1,1,4,1,5,4,3,1,1,3,1,1,1,1,2,1,3,3,4,3,3,1,1,2,3,1,10.16666667,2
"4631",2,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,4,4,2,2,1,3,3,3,3,1,4,3,3,3,3,1,1,4,1,4,1,4,1,4,3,3,3,3,3,3,3,3,4,1,5,5,3,1,1,5,2,2,2,1,2,3,3,1,6,2,2,1,3,2,5,9,10.16666667,2
"4649",1,3,3,1,1,1,1,1,1,2,1,1,1,1,3,1,4,2,4,4,3,1,4,2,9,1,3,2,3,4,3,4,1,3,1,3,2,4,1,1,1,2,1,3,3,4,2,3,1,1,1,1,1,1,1,3,4,5,9,1,2,3,2,2,2,3,2,2,2,1,1,2,11.25,1
"3768",2,3,3,1,1,2,1,1,2,1,1,2,1,1,4,1,4,1,4,1,2,3,3,2,2,1,2,1,2,4,4,1,1,4,1,4,1,4,1,2,1,3,1,1,1,1,1,1,4,1,5,5,1,1,1,3,3,3,1,3,3,3,3,1,4,3,3,2,3,1,1,2,10.41666667,3
"6358",2,2,3,1,1,1,1,1,1,1,1,2,2,1,4,1,4,2,4,1,1,2,4,1,1,2,1,1,1,3,4,1,1,3,1,4,2,4,1,1,2,4,1,1,1,1,1,2,4,1,5,5,1,2,1,2,2,3,3,2,2,3,3,2,3,2,3,1,3,2,3,1,10.58333333,2
"6444",1,1,2,9,1,1,1,1,1,1,1,2,2,1,4,2,4,3,3,2,1,3,4,2,2,3,2,1,1,2,3,2,1,4,2,3,3,4,1,2,2,4,2,2,4,3,1,4,2,1,1,3,2,1,1,5,4,5,3,4,5,5,4,1,2,5,96,1,1,1,2,9,10.83333333,1
"5452",2,1,4,1,2,1,1,2,2,1,1,1,1,1,3,2,3,3,4,2,1,2,4,3,4,1,4,1,1,4,4,2,2,2,3,3,3,2,2,4,3,3,4,4,1,3,4,4,4,1,5,5,2,1,1,3,1,1,2,2,2,1,2,1,3,5,96,1,1,3,1,9,10,2
"6005",1,3,5,2,1,1,1,1,1,1,1,1,2,1,2,2,3,2,4,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,4,1,2,1,2,1,1,1,4,2,2,1,1,5,5,1,4,1,5,5,5,5,1,5,5,5,1,3,9,2,2,3,1,3,1,10.41666667,1
"824",2,1,1,1,1,1,2,1,1,1,1,1,2,3,2,1,3,3,4,2,1,3,1,2,1,3,3,3,4,4,9,2,2,1,3,3,2,2,3,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,2,3,2,2,3,2,2,2,4,3,4,3,1,1,2,9,9,10.08333333,1
"3024",1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,4,1,4,1,1,3,3,3,3,1,3,3,2,3,4,1,2,3,1,3,2,4,1,1,2,3,4,3,1,1,2,1,4,1,5,5,2,1,1,5,4,5,3,4,2,4,2,3,4,3,4,1,1,1,1,9,10.58333333,3
"5812",2,1,3,1,1,1,1,1,1,1,1,1,1,3,4,2,4,2,3,2,1,1,2,2,1,1,3,2,1,3,4,2,4,4,3,3,2,2,3,3,2,2,2,3,3,1,1,1,9,1,5,4,4,1,9,2,9,2,2,3,2,4,2,1,2,4,2,1,1,1,1,9,10.58333333,3
